Study_accession	Field	DOID	Name	Match	Match Type
SDY2	brief_title	2723	dermatitis	DERMATITIS	PREF
SDY2	condition_studied	8659	chickenpox	VARICELLA	SYN
SDY2	condition_studied	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY2	condition_studied	2723	dermatitis	DERMATITIS	PREF
SDY2	hypothesis	8659	chickenpox	VARICELLA	SYN
SDY2	hypothesis	8659	chickenpox	VARICELLA	SYN
SDY2	description	8659	chickenpox	VARICELLA	SYN
SDY1093	brief_title	9256	colorectal cancer	COLORECTAL CANCER	PREF
SDY1093	brief_title	162	cancer	CANCER	PREF
SDY1093	description	657	adenoma	ADENOMAS	SYN
SDY1093	description	5659	obsolete invasive carcinoma	INVASIVE CARCINOMA	PREF
SDY1093	description	305	carcinoma	CARCINOMA	PREF
SDY198	brief_title	8469	influenza	INFLUENZA	PREF
SDY198	brief_title	8857	lupus erythematosus	LUPUS	SYN
SDY198	condition_studied	8857	lupus erythematosus	LUPUS	SYN
SDY198	endpoints	8469	influenza	INFLUENZA	PREF
SDY198	description	8469	influenza	INFLUENZA	PREF
SDY198	description	8469	influenza	INFLUENZA	PREF
SDY198	description	8469	influenza	INFLUENZA	PREF
SDY198	description	8469	influenza	INFLUENZA	PREF
SDY198	description	8469	influenza	INFLUENZA	PREF
SDY198	description	8469	influenza	INFLUENZA	PREF
SDY198	description	8469	influenza	INFLUENZA	PREF
SDY198	description	8469	influenza	INFLUENZA	PREF
SDY198	description	8469	influenza	INFLUENZA	PREF
SDY198	description	4	disease	DISEASE	PREF
SDY198	description	4	disease	DISEASE	PREF
SDY198	description	8857	lupus erythematosus	LUPUS	SYN
SDY198	description	8857	lupus erythematosus	LUPUS	SYN
SDY198	description	8857	lupus erythematosus	LUPUS	SYN
SDY198	description	8857	lupus erythematosus	LUPUS	SYN
SDY198	description	8857	lupus erythematosus	LUPUS	SYN
SDY1521	condition_studied	8469	influenza	INFLUENZA	PREF
SDY1521	hypothesis	8469	influenza	INFLUENZA	PREF
SDY1521	description	8469	influenza	INFLUENZA	PREF
SDY1521	description	8469	influenza	INFLUENZA	PREF
SDY1521	description	8469	influenza	INFLUENZA	PREF
SDY144	brief_title	8469	influenza	INFLUENZA	PREF
SDY144	hypothesis	8469	influenza	INFLUENZA	PREF
SDY199	brief_title	8469	influenza	INFLUENZA	PREF
SDY199	brief_title	8857	lupus erythematosus	LUPUS	SYN
SDY199	condition_studied	8857	lupus erythematosus	LUPUS	SYN
SDY199	endpoints	8469	influenza	INFLUENZA	PREF
SDY199	description	8469	influenza	INFLUENZA	PREF
SDY199	description	8469	influenza	INFLUENZA	PREF
SDY199	description	8469	influenza	INFLUENZA	PREF
SDY199	description	8469	influenza	INFLUENZA	PREF
SDY199	description	8469	influenza	INFLUENZA	PREF
SDY199	description	8469	influenza	INFLUENZA	PREF
SDY199	description	8469	influenza	INFLUENZA	PREF
SDY199	description	8469	influenza	INFLUENZA	PREF
SDY199	description	8469	influenza	INFLUENZA	PREF
SDY199	description	4	disease	DISEASE	PREF
SDY199	description	4	disease	DISEASE	PREF
SDY199	description	8857	lupus erythematosus	LUPUS	SYN
SDY199	description	8857	lupus erythematosus	LUPUS	SYN
SDY199	description	8857	lupus erythematosus	LUPUS	SYN
SDY199	description	8857	lupus erythematosus	LUPUS	SYN
SDY199	description	8857	lupus erythematosus	LUPUS	SYN
SDY16	endpoints	9778	irritable bowel syndrome	IBD	SYN
SDY16	hypothesis	8469	influenza	INFLUENZA	PREF
SDY16	description	8469	influenza	INFLUENZA	PREF
SDY960	endpoints	2799	bronchiolitis obliterans	BRONCHIOLITIS OBLITERANS	PREF
SDY960	endpoints	2799	bronchiolitis obliterans	OBLITERATIVE BRONCHIOLITIS	SYN
SDY960	endpoints	2942	bronchiolitis	BRONCHIOLITIS	PREF
SDY960	endpoints	2942	bronchiolitis	BRONCHIOLITIS	PREF
SDY960	endpoints	225	syndrome	SYNDROME	PREF
SDY960	hypothesis	2799	bronchiolitis obliterans	BRONCHIOLITIS OBLITERANS	PREF
SDY960	hypothesis	2799	bronchiolitis obliterans	OBLITERATIVE BRONCHIOLITIS	SYN
SDY960	hypothesis	2942	bronchiolitis	BRONCHIOLITIS	PREF
SDY960	hypothesis	2942	bronchiolitis	BRONCHIOLITIS	PREF
SDY960	hypothesis	225	syndrome	SYNDROME	PREF
SDY960	description	2799	bronchiolitis obliterans	BRONCHIOLITIS OBLITERANS	PREF
SDY960	description	2799	bronchiolitis obliterans	OBLITERATIVE BRONCHIOLITIS	SYN
SDY960	description	2942	bronchiolitis	BRONCHIOLITIS	PREF
SDY960	description	2942	bronchiolitis	BRONCHIOLITIS	PREF
SDY960	description	225	syndrome	SYNDROME	PREF
SDY960	description	934	viral infectious disease	VIRAL INFECTION	SYN
SDY1291	brief_title	0110037	Alzheimer's disease 5	AD5	SYN
SDY1291	brief_title	0110037	Alzheimer's disease 5	AD5	SYN
SDY1291	hypothesis	0110037	Alzheimer's disease 5	AD5	SYN
SDY1291	hypothesis	0110037	Alzheimer's disease 5	AD5	SYN
SDY59	description	8469	influenza	FLU	SYN
SDY1190	condition_studied	399	tuberculosis	TUBERCULOSIS	PREF
SDY1190	hypothesis	399	tuberculosis	TUBERCULOSIS	PREF
SDY1190	description	399	tuberculosis	TUBERCULOSIS	PREF
SDY756	brief_title	8469	influenza	INFLUENZA	PREF
SDY756	condition_studied	8469	influenza	INFLUENZA	PREF
SDY756	endpoints	8469	influenza	INFLUENZA	PREF
SDY756	hypothesis	8469	influenza	INFLUENZA	PREF
SDY756	hypothesis	8469	influenza	INFLUENZA	PREF
SDY756	description	8469	influenza	INFLUENZA	PREF
SDY653	description	0111084	Fanconi anemia complementation group E	FACE	SYN
SDY286	brief_title	399	tuberculosis	TUBERCULOSIS	PREF
SDY286	brief_title	8469	influenza	INFLUENZA	PREF
SDY690	brief_title	2043	hepatitis B	HEPATITIS B	PREF
SDY690	brief_title	2237	hepatitis	HEPATITIS	PREF
SDY690	hypothesis	4	disease	DISEASE	PREF
SDY690	hypothesis	783	end stage renal failure	END STAGE RENAL FAILURE	PREF
SDY690	hypothesis	1074	kidney failure	RENAL FAILURE	SYN
SDY74	brief_title	8469	influenza	INFLUENZA	PREF
SDY74	description	8469	influenza	INFLUENZA	PREF
SDY74	description	8469	influenza	INFLUENZA	PREF
SDY1425	endpoints	784	chronic kidney disease	CKD	SYN
SDY1425	description	1074	kidney failure	KIDNEY FAILURE	PREF
SDY1425	description	0080018	dysbaric osteonecrosis	DON	SYN
SDY91	brief_title	12132	granulomatosis with polyangiitis	WEGENER'S GRANULOMATOSIS	PREF
SDY91	condition_studied	865	vasculitis	VASCULITIS	PREF
SDY91	condition_studied	12132	granulomatosis with polyangiitis	WEGENER'S GRANULOMATOSIS	PREF
SDY91	endpoints	615	leukopenia	LEUKOPENIA	PREF
SDY91	endpoints	1588	thrombocytopenia	THROMBOCYTOPENIA	PREF
SDY91	endpoints	0050859	hemorrhagic cystitis	HEMORRHAGIC CYSTITIS	PREF
SDY91	endpoints	1679	cystitis	CYSTITIS	PREF
SDY91	endpoints	0060903	thrombosis	THROMBOSIS	PREF
SDY91	endpoints	9477	pulmonary embolism	PULMONARY EMBOLISM	PREF
SDY91	endpoints	4	disease	DISEASE	PREF
SDY91	endpoints	6713	cerebrovascular disease	CEREBROVASCULAR ACCIDENT	SYN
SDY91	hypothesis	4	disease	DISEASE	PREF
SDY91	description	865	vasculitis	VASCULITIS	PREF
SDY91	description	4	disease	DISEASE	PREF
SDY91	description	4	disease	DISEASE	PREF
SDY91	description	8567	Hodgkin's lymphoma	HODGKIN'S LYMPHOMA	PREF
SDY91	description	0060058	lymphoma	LYMPHOMA	PREF
SDY294	endpoints	4	disease	DISEASE	PREF
SDY294	endpoints	2030	anxiety disorder	ANXIETY	SYN
SDY294	hypothesis	850	lung disease	LUNG DISEASE	PREF
SDY294	hypothesis	4	disease	DISEASE	PREF
SDY1289	condition_studied	9682	yellow fever	YELLOW FEVER	PREF
SDY1289	description	162	cancer	CANCER	PREF
SDY1289	description	162	cancer	CANCER	PREF
SDY1289	description	9682	yellow fever	YELLOW FEVER	PREF
SDY146	condition_studied	8469	influenza	INFLUENZA	PREF
SDY824	condition_studied	848	arthritis	ARTHRITIS	PREF
SDY746	condition_studied	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY746	condition_studied	848	arthritis	ARTHRITIS	PREF
SDY1	condition_studied	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	endpoints	4483	rhinitis	RUNNY NOSE	SYN
SDY1	endpoints	4483	rhinitis	RHINITIS	PREF
SDY1	endpoints	4483	rhinitis	RHINITIS	PREF
SDY1	endpoints	4481	allergic rhinitis	ALLERGIC RHINITIS	PREF
SDY1	endpoints	4481	allergic rhinitis	ALLERGIC RHINITIS	PREF
SDY1	endpoints	2841	asthma	ASTHMA	PREF
SDY1	description	4481	allergic rhinitis	ALLERGIC RHINITIS	PREF
SDY1	description	4481	allergic rhinitis	ALLERGIC RHINITIS	PREF
SDY1	description	4483	rhinitis	RHINITIS	PREF
SDY1	description	4483	rhinitis	RHINITIS	PREF
SDY1	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1	description	2841	asthma	ASTHMA	PREF
SDY887	brief_title	8469	influenza	INFLUENZA	PREF
SDY887	condition_studied	8469	influenza	INFLUENZA	PREF
SDY887	description	8469	influenza	INFLUENZA	PREF
SDY887	description	8469	influenza	INFLUENZA	PREF
SDY4	brief_title	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY4	brief_title	2723	dermatitis	DERMATITIS	PREF
SDY4	brief_title	2723	dermatitis	ECZEMA	SYN
SDY4	brief_title	9123	eczema herpeticum	ECZEMA HERPETICUM	PREF
SDY4	condition_studied	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY4	condition_studied	2723	dermatitis	DERMATITIS	PREF
SDY4	condition_studied	2723	dermatitis	ECZEMA	SYN
SDY4	condition_studied	9123	eczema herpeticum	ECZEMA HERPETICUM	PREF
SDY4	description	2723	dermatitis	SKIN INFLAMMATION	SYN
SDY4	description	8736	smallpox	SMALLPOX	PREF
SDY4	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY1503	description	11862	obsolete late pregnancy	LATE PREGNANCY	PREF
SDY214	description	13250	diarrhea	DIARRHOEA	SYN
SDY214	description	4	disease	DISEASE	PREF
SDY214	description	4	disease	DISEASE	PREF
SDY214	description	4	disease	DISEASE	PREF
SDY616	brief_title	9123	eczema herpeticum	ECZEMA HERPETICUM	PREF
SDY616	brief_title	2723	dermatitis	ECZEMA	SYN
SDY616	condition_studied	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY616	condition_studied	2723	dermatitis	DERMATITIS	PREF
SDY616	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY616	description	2723	dermatitis	DERMATITIS	PREF
SDY616	description	2723	dermatitis	ECZEMA	SYN
SDY616	description	2723	dermatitis	ECZEMA	SYN
SDY616	description	9123	eczema herpeticum	ECZEMA HERPETICUM	PREF
SDY616	description	8566	herpes simplex	HERPES SIMPLEX	PREF
SDY616	description	8736	smallpox	SMALLPOX	PREF
SDY288	brief_title	399	tuberculosis	TUBERCULOSIS	PREF
SDY288	brief_title	8469	influenza	INFLUENZA	PREF
SDY1171	brief_title	12205	dengue disease	DENGUE DISEASE	PREF
SDY1171	brief_title	4	disease	DISEASE	PREF
SDY1171	endpoints	4	disease	DISEASE	PREF
SDY1171	hypothesis	12205	dengue disease	DENGUE DISEASE	PREF
SDY1171	hypothesis	4	disease	DISEASE	PREF
SDY1171	description	4	disease	DISEASE	PREF
SDY1171	description	4	disease	DISEASE	PREF
SDY1171	description	4	disease	DISEASE	PREF
SDY1171	description	4	disease	DISEASE	PREF
SDY1171	description	4	disease	DISEASE	PREF
SDY1171	description	12205	dengue disease	DENGUE DISEASE	PREF
SDY1171	description	12205	dengue disease	DENGUE DISEASE	PREF
SDY797	brief_title	9744	type 1 diabetes mellitus	TYPE 1 DIABETES MELLITUS	PREF
SDY797	brief_title	9351	diabetes mellitus	DIABETES MELLITUS	PREF
SDY797	condition_studied	9744	type 1 diabetes mellitus	TYPE 1 DIABETES MELLITUS	PREF
SDY797	condition_studied	9351	diabetes mellitus	DIABETES MELLITUS	PREF
SDY797	description	417	autoimmune hypersensitivity disease	AUTOIMMUNE DISEASE	SYN
SDY797	description	4	disease	DISEASE	PREF
SDY58	condition_studied	934	viral infectious disease	VIRUS INFECTION	SYN
SDY58	description	934	viral infectious disease	VIRUS INFECTION	SYN
SDY26	brief_title	8736	smallpox	SMALLPOX	PREF
SDY26	condition_studied	3298	vaccinia	VACCINIA	PREF
SDY26	condition_studied	820	myocarditis	MYOCARDITIS	PREF
SDY26	endpoints	820	myocarditis	MYOCARDITIS	PREF
SDY26	endpoints	8736	smallpox	SMALLPOX	PREF
SDY26	hypothesis	8736	smallpox	SMALLPOX	PREF
SDY26	hypothesis	8736	smallpox	SMALLPOX	PREF
SDY26	description	8736	smallpox	SMALLPOX	PREF
SDY26	description	820	myocarditis	MYOCARDITIS	PREF
SDY134	endpoints	557	kidney disease	NEPHROPATHY	SYN
SDY134	endpoints	10763	hypertension	HYPERTENSION	PREF
SDY134	endpoints	2355	anemia	ANEMIA	PREF
SDY134	endpoints	615	leukopenia	LEUKOPENIA	PREF
SDY134	endpoints	1227	neutropenia	NEUTROPENIA	PREF
SDY134	endpoints	4	disease	DISEASE	PREF
SDY134	description	783	end stage renal failure	END STAGE RENAL DISEASE	SYN
SDY134	description	4	disease	DISEASE	PREF
SDY9	condition_studied	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY9	condition_studied	2723	dermatitis	DERMATITIS	PREF
SDY9	condition_studied	2723	dermatitis	ECZEMA	SYN
SDY9	condition_studied	9123	eczema herpeticum	ECZEMA HERPETICUM	PREF
SDY1015	condition_studied	12365	malaria	MALARIA	PREF
SDY1015	hypothesis	12365	malaria	MALARIA	PREF
SDY1015	description	12365	malaria	MALARIA	PREF
SDY1015	description	4	disease	DISEASE	PREF
SDY1015	description	1398	parasitic infectious disease	PARASITEMIA	SYN
SDY6	condition_studied	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY6	condition_studied	2723	dermatitis	DERMATITIS	PREF
SDY6	condition_studied	2723	dermatitis	ECZEMA	SYN
SDY6	condition_studied	2723	dermatitis	ECZEMA	SYN
SDY6	condition_studied	9123	eczema herpeticum	ECZEMA HERPETICUM	PREF
SDY6	condition_studied	8867	molluscum contagiosum	MOLLUSCUM CONTAGIOSUM	PREF
SDY6	endpoints	999	hypereosinophilic syndrome	EOSINOPHILIA	SYN
SDY6	hypothesis	8736	smallpox	SMALLPOX	PREF
SDY6	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY6	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY6	description	2723	dermatitis	DERMATITIS	PREF
SDY6	description	2723	dermatitis	DERMATITIS	PREF
SDY6	description	3298	vaccinia	VACCINIA	PREF
SDY6	description	8736	smallpox	SMALLPOX	PREF
SDY598	condition_studied	3686	obsolete Helicobacter pylori infectious disease	HELICOBACTER PYLORI INFECTION	SYN
SDY396	brief_title	8469	influenza	INFLUENZA	PREF
SDY61	brief_title	8469	influenza	INFLUENZA	PREF
SDY61	brief_title	8469	influenza	INFLUENZA	PREF
SDY61	condition_studied	8469	influenza	INFLUENZA	PREF
SDY61	description	8469	influenza	INFLUENZA	PREF
SDY61	description	8469	influenza	INFLUENZA	PREF
SDY211	brief_title	2841	asthma	ASTHMA	PREF
SDY211	condition_studied	2841	asthma	ASTHMA	PREF
SDY211	endpoints	2841	asthma	ASTHMA	PREF
SDY211	endpoints	2841	asthma	ASTHMA	PREF
SDY211	endpoints	2841	asthma	ASTHMA	PREF
SDY211	endpoints	2841	asthma	ASTHMA	PREF
SDY211	endpoints	2841	asthma	ASTHMA	PREF
SDY211	endpoints	2841	asthma	ASTHMA	PREF
SDY211	endpoints	2841	asthma	ASTHMA	PREF
SDY211	hypothesis	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	2841	asthma	ASTHMA	PREF
SDY211	description	9415	allergic asthma	ALLERGIC ASTHMA	PREF
SDY369	brief_title	8469	influenza	INFLUENZA	PREF
SDY369	brief_title	14203	childhood type dermatomyositis	JUVENILE DERMATOMYOSITIS	SYN
SDY369	brief_title	10223	dermatomyositis	DERMATOMYOSITIS	PREF
SDY369	condition_studied	14203	childhood type dermatomyositis	JUVENILE DERMATOMYOSITIS	SYN
SDY369	condition_studied	10223	dermatomyositis	DERMATOMYOSITIS	PREF
SDY369	endpoints	8469	influenza	FLU	SYN
SDY369	hypothesis	8469	influenza	FLU	SYN
SDY369	description	8469	influenza	INFLUENZA	PREF
SDY369	description	4	disease	DISEASE	PREF
SDY1293	brief_title	2732	Rothmund-Thomson syndrome	RTS	SYN
SDY1293	brief_title	12365	malaria	MALARIA	PREF
SDY1293	condition_studied	12365	malaria	MALARIA	PREF
SDY1293	hypothesis	12365	malaria	MALARIA	PREF
SDY1293	hypothesis	12365	malaria	MALARIA	PREF
SDY1293	hypothesis	12365	malaria	MALARIA	PREF
SDY1293	hypothesis	2732	Rothmund-Thomson syndrome	RTS	SYN
SDY1293	hypothesis	1398	parasitic infectious disease	PARASITEMIA	SYN
SDY1293	hypothesis	4	disease	DISEASE	PREF
SDY1293	description	2732	Rothmund-Thomson syndrome	RTS	SYN
SDY1293	description	2732	Rothmund-Thomson syndrome	RTS	SYN
SDY1293	description	12365	malaria	MALARIA	PREF
SDY1293	description	12365	malaria	MALARIA	PREF
SDY1293	description	14067	Plasmodium falciparum malaria	FALCIPARUM MALARIA	SYN
SDY506	condition_studied	8469	influenza	INFLUENZA	PREF
SDY506	hypothesis	8469	influenza	INFLUENZA	PREF
SDY506	hypothesis	8469	influenza	INFLUENZA	PREF
SDY506	description	8469	influenza	INFLUENZA	PREF
SDY202	brief_title	8469	influenza	INFLUENZA	PREF
SDY202	condition_studied	8469	influenza	INFLUENZA	PREF
SDY202	hypothesis	8469	influenza	INFLUENZA	PREF
SDY903	brief_title	934	viral infectious disease	VIRUS INFECTION	SYN
SDY903	condition_studied	934	viral infectious disease	VIRUS INFECTION	SYN
SDY903	description	934	viral infectious disease	VIRUS INFECTION	SYN
SDY1385	description	399	tuberculosis	TUBERCULOSIS	PREF
SDY1385	description	399	tuberculosis	TUBERCULOSIS	PREF
SDY619	condition_studied	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY619	condition_studied	2723	dermatitis	DERMATITIS	PREF
SDY619	hypothesis	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY619	hypothesis	2723	dermatitis	DERMATITIS	PREF
SDY619	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY619	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY619	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY619	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY619	description	2723	dermatitis	DERMATITIS	PREF
SDY619	description	2723	dermatitis	ECZEMA	SYN
SDY619	description	2723	dermatitis	DERMATITIS	PREF
SDY619	description	2723	dermatitis	DERMATITIS	PREF
SDY619	description	2723	dermatitis	DERMATITIS	PREF
SDY619	description	4	disease	DISEASE	PREF
SDY1522	condition_studied	3298	vaccinia	VACCINIA	PREF
SDY1522	condition_studied	8622	measles	MEASLES	PREF
SDY1522	condition_studied	10264	mumps	MUMPS	PREF
SDY1522	condition_studied	8781	rubella	RUBELLA	PREF
SDY1522	condition_studied	8659	chickenpox	VARICELLA	SYN
SDY1522	condition_studied	11338	tetanus	TETANUS	PREF
SDY1522	condition_studied	11405	diphtheria	DIPHTHERIA	PREF
SDY1522	description	3298	vaccinia	VACCINIA	PREF
SDY1522	description	3298	vaccinia	VACCINIA	PREF
SDY1522	description	8622	measles	MEASLES	PREF
SDY1522	description	8622	measles	MEASLES	PREF
SDY1522	description	8622	measles	MEASLES	PREF
SDY1522	description	10264	mumps	MUMPS	PREF
SDY1522	description	10264	mumps	MUMPS	PREF
SDY1522	description	8781	rubella	RUBELLA	PREF
SDY1522	description	8781	rubella	RUBELLA	PREF
SDY1522	description	8659	chickenpox	VARICELLA	SYN
SDY1522	description	8659	chickenpox	VARICELLA	SYN
SDY1522	description	11338	tetanus	TETANUS	PREF
SDY1522	description	11338	tetanus	TETANUS	PREF
SDY1522	description	11338	tetanus	TETANUS	PREF
SDY1522	description	11405	diphtheria	DIPHTHERIA	PREF
SDY1522	description	11405	diphtheria	DIPHTHERIA	PREF
SDY1522	description	11405	diphtheria	DIPHTHERIA	PREF
SDY22	brief_title	13258	typhoid fever	TYPHOID	SYN
SDY22	condition_studied	13258	typhoid fever	TYPHOID	SYN
SDY22	endpoints	13258	typhoid fever	TYPHOID	SYN
SDY22	hypothesis	13258	typhoid fever	TYPHOID	SYN
SDY22	hypothesis	13258	typhoid fever	TYPHOID	SYN
SDY22	hypothesis	1498	cholera	CHOLERA	PREF
SDY22	hypothesis	1498	cholera	CHOLERA	PREF
SDY22	description	13258	typhoid fever	TYPHOID	SYN
SDY197	brief_title	8469	influenza	INFLUENZA	PREF
SDY197	brief_title	8857	lupus erythematosus	LUPUS	SYN
SDY197	condition_studied	8857	lupus erythematosus	LUPUS	SYN
SDY197	endpoints	8469	influenza	INFLUENZA	PREF
SDY197	description	8469	influenza	INFLUENZA	PREF
SDY197	description	8469	influenza	INFLUENZA	PREF
SDY197	description	8469	influenza	INFLUENZA	PREF
SDY197	description	8469	influenza	INFLUENZA	PREF
SDY197	description	8469	influenza	INFLUENZA	PREF
SDY197	description	8469	influenza	INFLUENZA	PREF
SDY197	description	8469	influenza	INFLUENZA	PREF
SDY197	description	8469	influenza	INFLUENZA	PREF
SDY197	description	8469	influenza	INFLUENZA	PREF
SDY197	description	4	disease	DISEASE	PREF
SDY197	description	4	disease	DISEASE	PREF
SDY197	description	8857	lupus erythematosus	LUPUS	SYN
SDY197	description	8857	lupus erythematosus	LUPUS	SYN
SDY197	description	8857	lupus erythematosus	LUPUS	SYN
SDY197	description	8857	lupus erythematosus	LUPUS	SYN
SDY197	description	8857	lupus erythematosus	LUPUS	SYN
SDY1299	brief_title	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY1299	brief_title	848	arthritis	ARTHRITIS	PREF
SDY1299	brief_title	4	disease	DISEASE	PREF
SDY1299	condition_studied	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY1299	condition_studied	848	arthritis	ARTHRITIS	PREF
SDY1299	condition_studied	8398	osteoarthritis	OSTEOARTHRITIS	PREF
SDY1437	condition_studied	9744	type 1 diabetes mellitus	TYPE 1 DIABETES MELLITUS	PREF
SDY1437	condition_studied	9351	diabetes mellitus	DIABETES MELLITUS	PREF
SDY1437	description	9993	hypoglycemia	HYPOGLYCEMIA	PREF
SDY514	brief_title	8469	influenza	INFLUENZA	PREF
SDY514	condition_studied	8469	influenza	INFLUENZA	PREF
SDY225	brief_title	8469	influenza	INFLUENZA	PREF
SDY225	brief_title	4	disease	DISEASE	PREF
SDY225	condition_studied	4	disease	DISEASE	PREF
SDY225	hypothesis	4	disease	DISEASE	PREF
SDY225	description	4	disease	DISEASE	PREF
SDY225	description	4	disease	DISEASE	PREF
SDY225	description	8469	influenza	INFLUENZA	PREF
SDY225	description	934	viral infectious disease	VIRUS INFECTION	SYN
SDY1028	condition_studied	2841	asthma	ASTHMA	PREF
SDY1028	endpoints	2841	asthma	ASTHMA	PREF
SDY1028	endpoints	2841	asthma	ASTHMA	PREF
SDY167	brief_title	8469	influenza	INFLUENZA	PREF
SDY167	condition_studied	8469	influenza	INFLUENZA	PREF
SDY1029	condition_studied	2841	asthma	ASTHMA	PREF
SDY1029	description	4481	allergic rhinitis	ALLERGIC RHINITIS	PREF
SDY1029	description	4483	rhinitis	RHINITIS	PREF
SDY1029	description	2841	asthma	ASTHMA	PREF
SDY1085	description	8712	neurofibromatosis	NEUROFIBROMATOSIS TYPE 1	SYN
SDY1085	description	8712	neurofibromatosis	NEUROFIBROMATOSIS	PREF
